Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sanity Check,Firefox 68.0,,,2019-08-12 17:32:56,2019-08-12 17:42:06,9m - 10.603s,INCOMPLETE
,,,,,,,
Test Cases/TESTCASE COLLECTIONS/All_Sysadmin_Testcases,Firefox 68.0,,,2019-08-12 17:32:56,2019-08-12 17:34:49,1m - 52.656s,PASSED
"callTestCase(findTestCase(""Sysadmin Portal/Create Multiple Environments""), [""Develop_env"":findTestData(""Environment Names"").getValue(1, 1), ""Username"":Username_Admin, ""Experience_Env"":findTestData(""Environment Names"").getValue(1, 2), ... ], CONTINUE_ON_FAILURE)",Firefox 68.0,,,2019-08-12 17:32:56,2019-08-12 17:33:45,49.317s,PASSED
"delay(3, CONTINUE_ON_FAILURE)",Firefox 68.0,,,2019-08-12 17:33:45,2019-08-12 17:33:48,3.006s,PASSED
"callTestCase(findTestCase(""Sysadmin Portal/Set_NoOfThreads""), [""EnvName"":""QaTest"", ""Username"":""Ere""], CONTINUE_ON_FAILURE)",Firefox 68.0,,,2019-08-12 17:33:48,2019-08-12 17:33:53,4.537s,PASSED
"delay(3, CONTINUE_ON_FAILURE)",Firefox 68.0,,,2019-08-12 17:33:53,2019-08-12 17:33:53,0.000s,NOT_RUN
"callTestCase(findTestCase(""Sysadmin Portal/Domain/Run_PreProdTest""), [:], CONTINUE_ON_FAILURE)",Firefox 68.0,,,2019-08-12 17:33:53,2019-08-12 17:33:53,0.001s,NOT_RUN
"delay(3, CONTINUE_ON_FAILURE)",Firefox 68.0,,,2019-08-12 17:33:53,2019-08-12 17:33:56,3.002s,PASSED
"callTestCase(findTestCase(""Sysadmin Portal/Help/Sysadmin_Ask a question_Window""), [:], CONTINUE_ON_FAILURE)",Firefox 68.0,,,2019-08-12 17:33:56,2019-08-12 17:34:05,8.714s,PASSED
"delay(3, CONTINUE_ON_FAILURE)",Firefox 68.0,,,2019-08-12 17:34:05,2019-08-12 17:34:08,3.015s,PASSED
